0.011660	-0.064979	
0.011670	-0.064979	
0.011680	-0.064979	
0.011690	-0.064979	
0.011700	-0.064979	
0.011710	-0.064979	
0.011720	-0.064979	
0.011730	-0.064979	
0.011740	-0.064979	
0.011750	-0.064979	
0.011760	-0.064979	
0.011770	-0.064979	
0.011780	-0.064979	
0.011790	-0.064979	
0.011800	-0.064979	
0.011810	-0.064979	
0.011820	-0.064979	
0.011830	-0.064979	
0.011840	-0.064979	
0.011850	-0.064979	
0.011860	-0.064979	
0.011870	-0.064979	
0.011880	-0.064979	
0.011890	-0.064979	
0.011900	-0.064979	
0.011910	-0.064979	
0.011920	-0.064979	
0.011930	-0.064979	
0.011940	-0.064979	
0.011950	-0.064979	
0.011960	-0.064979	
0.011970	-0.064979	
0.011980	-0.064979	
0.011990	-0.064979	
0.012000	-0.064979	
0.012010	-0.064979	
0.012020	-0.064979	
0.012030	-0.064979	
0.012040	-0.064979	
0.012050	-0.064979	
0.012060	-0.064979	
0.012070	-0.064979	
0.012080	-0.064979	
0.012090	-0.064979	
0.012100	-0.064979	
0.012110	-0.064979	
0.012120	-0.064979	
0.012130	-0.064979	
0.012140	-0.064979	
0.012150	-0.064979	
0.012160	-0.064979	
0.012170	-0.064979	
0.012180	-0.064979	
0.012190	-0.064979	
0.012200	-0.064979	
0.012210	-0.064979	
0.012220	-0.064979	
0.012230	-0.064979	
0.012240	-0.064979	
0.012250	-0.064979	
0.012260	-0.064979	
0.012270	-0.064979	
0.012280	-0.064979	
0.012290	-0.064979	
0.012300	-0.064979	
0.012310	-0.064979	
0.012320	-0.064979	
0.012330	-0.064979	
0.012340	-0.064979	
0.012350	-0.064979	
0.012360	-0.064979	
0.012370	-0.064979	
0.012380	-0.064979	
0.012390	-0.064979	
0.012400	-0.064979	
0.012410	-0.064979	
0.012420	-0.064979	
0.012430	-0.064979	
0.012440	-0.064979	
0.012450	-0.064979	
0.012460	-0.064979	
0.012470	-0.064979	
0.012480	-0.064979	
0.012490	-0.064979	
0.012500	-0.064979	
0.012510	-0.064978	
0.012520	-0.064978	
0.012530	-0.064978	
0.012540	-0.064978	
0.012550	-0.064978	
0.012560	-0.064978	
0.012570	-0.064978	
0.012580	-0.064978	
0.012590	-0.064978	
0.012600	-0.064978	
0.012610	-0.064978	
0.012620	-0.064978	
0.012630	-0.064978	
0.012640	-0.064978	
0.012650	-0.064978	
0.012660	-0.064978	
0.012670	-0.064978	
0.012680	-0.064978	
0.012690	-0.064978	
0.012700	-0.064978	
0.012710	-0.064978	
0.012720	-0.064978	
0.012730	-0.064978	
0.012740	-0.064978	
0.012750	-0.064978	
0.012760	-0.064978	
0.012770	-0.064978	
0.012780	-0.064978	
0.012790	-0.064978	
0.012800	-0.064978	
0.012810	-0.064978	
0.012820	-0.064978	
0.012830	-0.064978	
0.012840	-0.064978	
0.012850	-0.064978	
0.012860	-0.064978	
0.012870	-0.064978	
0.012880	-0.064978	
0.012890	-0.064978	
0.012900	-0.064978	
0.012910	-0.064978	
0.012920	-0.064978	
0.012930	-0.064978	
0.012940	-0.064978	
0.012950	-0.064978	
0.012960	-0.064978	
0.012970	-0.064978	
0.012980	-0.064978	
0.012990	-0.064978	
0.013000	-0.064978	
0.013010	-0.064978	
0.013020	-0.064978	
0.013030	-0.064978	
0.013040	-0.064978	
0.013050	-0.064978	
0.013060	-0.064978	
0.013070	-0.064978	
0.013080	-0.064978	
0.013090	-0.064978	
0.013100	-0.064978	
0.013110	-0.064978	
0.013120	-0.064978	
0.013130	-0.064978	
0.013140	-0.064978	
0.013150	-0.064978	
0.013160	-0.064978	
0.013170	-0.064978	
0.013180	-0.064978	
0.013190	-0.064978	
0.013200	-0.064978	
0.013210	-0.064978	
0.013220	-0.064978	
0.013230	-0.064978	
0.013240	-0.064978	
0.013250	-0.064978	
0.013260	-0.064978	
0.013270	-0.064978	
0.013280	-0.064978	
0.013290	-0.064978	
0.013300	-0.064977	
0.013310	-0.064977	
0.013320	-0.064977	
0.013330	-0.064977	
0.013340	-0.064977	
0.013350	-0.064977	
0.013360	-0.064977	
0.013370	-0.064977	
0.013380	-0.064977	
0.013390	-0.064977	
0.013400	-0.064977	
0.013410	-0.064977	
0.013420	-0.064977	
0.013430	-0.064977	
0.013440	-0.064977	
0.013450	-0.064977	
0.013460	-0.064977	
0.013470	-0.064977	
0.013480	-0.064977	
0.013490	-0.064977	
0.013500	-0.064977	
0.013510	-0.064977	
0.013520	-0.064977	
0.013530	-0.064977	
0.013540	-0.064977	
0.013550	-0.064977	
0.013560	-0.064977	
0.013570	-0.064977	
0.013580	-0.064977	
0.013590	-0.064977	
0.013600	-0.064977	
0.013610	-0.064977	
0.013620	-0.064977	
0.013630	-0.064977	
0.013640	-0.064977	
0.013650	-0.064977	
0.013660	-0.064977	
0.013670	-0.064977	
0.013680	-0.064977	
0.013690	-0.064977	
0.013700	-0.064977	
0.013710	-0.064977	
0.013720	-0.064977	
0.013730	-0.064977	
0.013740	-0.064977	
0.013750	-0.064977	
0.013760	-0.064977	
0.013770	-0.064977	
0.013780	-0.064977	
0.013790	-0.064977	
0.013800	-0.064977	
0.013810	-0.064977	
0.013820	-0.064977	
0.013830	-0.064977	
0.013840	-0.064977	
0.013850	-0.064977	
0.013860	-0.064977	
0.013870	-0.064977	
0.013880	-0.064977	
0.013890	-0.064977	
0.013900	-0.064977	
0.013910	-0.064977	
0.013920	-0.064977	
0.013930	-0.064977	
0.013940	-0.064977	
0.013950	-0.064977	
0.013960	-0.064977	
0.013970	-0.064977	
0.013980	-0.064977	
0.013990	-0.064977	
0.014000	-0.064977	
0.014010	-0.064977	
0.014020	-0.064977	
0.014030	-0.064976	
0.014040	-0.064976	
0.014050	-0.064976	
0.014060	-0.064976	
0.014070	-0.064976	
0.014080	-0.064976	
0.014090	-0.064976	
0.014100	-0.064976	
0.014110	-0.064976	
0.014120	-0.064976	
0.014130	-0.064976	
0.014140	-0.064976	
0.014150	-0.064976	
0.014160	-0.064976	
0.014170	-0.064976	
0.014180	-0.064976	
0.014190	-0.064976	
0.014200	-0.064976	
0.014210	-0.064976	
0.014220	-0.064976	
0.014230	-0.064976	
0.014240	-0.064976	
0.014250	-0.064976	
0.014260	-0.064976	
0.014270	-0.064976	
0.014280	-0.064976	
0.014290	-0.064976	
0.014300	-0.064976	
0.014310	-0.064976	
0.014320	-0.064976	
0.014330	-0.064976	
0.014340	-0.064976	
0.014350	-0.064976	
0.014360	-0.064976	
0.014370	-0.064976	
0.014380	-0.064976	
0.014390	-0.064976	
0.014400	-0.064976	
0.014410	-0.064976	
0.014420	-0.064976	
0.014430	-0.064976	
0.014440	-0.064976	
0.014450	-0.064976	
0.014460	-0.064976	
0.014470	-0.064976	
0.014480	-0.064976	
0.014490	-0.064976	
0.014500	-0.064976	
0.014510	-0.064976	
0.014520	-0.064976	
0.014530	-0.064976	
0.014540	-0.064976	
0.014550	-0.064976	
0.014560	-0.064976	
0.014570	-0.064976	
0.014580	-0.064976	
0.014590	-0.064976	
0.014600	-0.064976	
0.014610	-0.064976	
0.014620	-0.064976	
0.014630	-0.064976	
0.014640	-0.064976	
0.014650	-0.064976	
0.014660	-0.064976	
0.014670	-0.064976	
0.014680	-0.064976	
0.014690	-0.064976	
0.014700	-0.064976	
0.014710	-0.064976	
0.014720	-0.064976	
0.014730	-0.064976	
0.014740	-0.064976	
0.014750	-0.064976	
0.014760	-0.064976	
0.014770	-0.064976	
0.014780	-0.064976	
0.014790	-0.064976	
0.014800	-0.064975	
0.014810	-0.064975	
0.014820	-0.064975	
0.014830	-0.064975	
0.014840	-0.064975	
0.014850	-0.064975	
0.014860	-0.064975	
0.014870	-0.064975	
0.014880	-0.064975	
0.014890	-0.064975	
0.014900	-0.064975	
0.014910	-0.064975	
0.014920	-0.064975	
0.014930	-0.064975	
0.014940	-0.064975	
0.014950	-0.064975	
0.014960	-0.064975	
0.014970	-0.064975	
0.014980	-0.064975	
0.014990	-0.064975	
0.015000	-0.064975	
0.015010	-0.064975	
0.015020	-0.064975	
0.015030	-0.064975	
0.015040	-0.064975	
0.015050	-0.064975	
0.015060	-0.064975	
0.015070	-0.064975	
0.015080	-0.064975	
0.015090	-0.064975	
0.015100	-0.064975	
0.015110	-0.064975	
0.015120	-0.064975	
0.015130	-0.064975	
0.015140	-0.064975	
0.015150	-0.064975	
0.015160	-0.064975	
0.015170	-0.064975	
0.015180	-0.064975	
0.015190	-0.064975	
0.015200	-0.064975	
0.015210	-0.064975	
0.015220	-0.064975	
0.015230	-0.064975	
0.015240	-0.064975	
0.015250	-0.064975	
0.015260	-0.064975	
0.015270	-0.064975	
0.015280	-0.064975	
0.015290	-0.064975	
0.015300	-0.064975	
0.015310	-0.064975	
0.015320	-0.064975	
0.015330	-0.064975	
0.015340	-0.064975	
0.015350	-0.064975	
0.015360	-0.064975	
0.015370	-0.064975	
0.015380	-0.064975	
0.015390	-0.064975	
0.015400	-0.064975	
0.015410	-0.064975	
0.015420	-0.064975	
0.015430	-0.064975	
0.015440	-0.064975	
0.015450	-0.064975	
0.015460	-0.064975	
0.015470	-0.064975	
0.015480	-0.064975	
0.015490	-0.064975	
0.015500	-0.064975	
0.015510	-0.064975	
0.015520	-0.064975	
0.015530	-0.064975	
0.015540	-0.064975	
0.015550	-0.064975	
0.015560	-0.064975	
0.015570	-0.064975	
0.015580	-0.064975	
0.015590	-0.064975	
0.015600	-0.064975	
0.015610	-0.064975	
0.015620	-0.064975	
0.015630	-0.064975	
0.015640	-0.064975	
0.015650	-0.064975	
0.015660	-0.064975	
0.015670	-0.064975	
0.015680	-0.064975	
0.015690	-0.064974	
0.015700	-0.064974	
0.015710	-0.064974	
0.015720	-0.064974	
0.015730	-0.064974	
0.015740	-0.064974	
0.015750	-0.064974	
0.015760	-0.064974	
0.015770	-0.064974	
0.015780	-0.064974	
0.015790	-0.064974	
0.015800	-0.064974	
0.015810	-0.064974	
0.015820	-0.064974	
0.015830	-0.064974	
0.015840	-0.064974	
0.015850	-0.064974	
0.015860	-0.064974	
0.015870	-0.064974	
0.015880	-0.064974	
0.015890	-0.064974	
0.015900	-0.064974	
0.015910	-0.064974	
0.015920	-0.064974	
0.015930	-0.064974	
0.015940	-0.064974	
0.015950	-0.064974	
0.015960	-0.064974	
0.015970	-0.064974	
0.015980	-0.064974	
0.015990	-0.064974	
0.016000	-0.064974	
0.016010	-0.064974	
0.016020	-0.064974	
0.016030	-0.064974	
0.016040	-0.064974	
0.016050	-0.064974	
0.016060	-0.064974	
0.016070	-0.064974	
0.016080	-0.064974	
0.016090	-0.064974	
0.016100	-0.064974	
0.016110	-0.064974	
0.016120	-0.064974	
0.016130	-0.064974	
0.016140	-0.064974	
0.016150	-0.064974	
0.016160	-0.064974	
0.016170	-0.064974	
0.016180	-0.064974	
0.016190	-0.064974	
0.016200	-0.064974	
0.016210	-0.064974	
0.016220	-0.064974	
0.016230	-0.064974	
0.016240	-0.064974	
0.016250	-0.064974	
0.016260	-0.064974	
0.016270	-0.064974	
0.016280	-0.064974	
0.016290	-0.064974	
0.016300	-0.064974	
0.016310	-0.064974	
0.016320	-0.064974	
0.016330	-0.064974	
0.016340	-0.064974	
0.016350	-0.064974	
0.016360	-0.064974	
0.016370	-0.064974	
0.016380	-0.064974	
0.016390	-0.064974	
0.016400	-0.064974	
0.016410	-0.064974	
0.016420	-0.064974	
0.016430	-0.064974	
0.016440	-0.064974	
0.016450	-0.064974	
0.016460	-0.064974	
0.016470	-0.064974	
0.016480	-0.064974	
0.016490	-0.064974	
0.016500	-0.064974	
0.016510	-0.064974	
0.016520	-0.064974	
0.016530	-0.064974	
0.016540	-0.064974	
0.016550	-0.064974	
0.016560	-0.064974	
0.016570	-0.064974	
0.016580	-0.064974	
0.016590	-0.064974	
0.016600	-0.064974	
0.016610	-0.064974	
0.016620	-0.064974	
0.016630	-0.064974	
0.016640	-0.064974	
0.016650	-0.064974	
0.016660	-0.064974	
0.016670	-0.064974	
0.016680	-0.064974	
0.016690	-0.064974	
0.016700	-0.064974	
0.016710	-0.064974	
0.016720	-0.064974	
0.016730	-0.064974	
0.016740	-0.064974	
0.016750	-0.064974	
0.016760	-0.064974	
0.016770	-0.064974	
0.016780	-0.064974	
0.016790	-0.064974	
0.016800	-0.064974	
0.016810	-0.064974	
0.016820	-0.064974	
0.016830	-0.064974	
0.016840	-0.064974	
0.016850	-0.064974	
0.016860	-0.064974	
0.016870	-0.064974	
0.016880	-0.064974	
0.016890	-0.064974	
0.016900	-0.064974	
0.016910	-0.064974	
0.016920	-0.064974	
0.016930	-0.064974	
0.016940	-0.064974	
0.016950	-0.064974	
0.016960	-0.064973	
0.016970	-0.064973	
0.016980	-0.064973	
0.016990	-0.064973	
0.017000	-0.064973	
0.017010	-0.064973	
0.017020	-0.064973	
0.017030	-0.064973	
0.017040	-0.064973	
0.017050	-0.064973	
0.017060	-0.064973	
0.017070	-0.064973	
0.017080	-0.064973	
0.017090	-0.064973	
0.017100	-0.064973	
0.017110	-0.064973	
0.017120	-0.064973	
0.017130	-0.064973	
0.017140	-0.064973	
0.017150	-0.064973	
0.017160	-0.064973	
0.017170	-0.064973	
0.017180	-0.064973	
0.017190	-0.064973	
0.017200	-0.064973	
0.017210	-0.064973	
0.017220	-0.064973	
0.017230	-0.064973	
0.017240	-0.064973	
0.017250	-0.064973	
0.017260	-0.064973	
0.017270	-0.064973	
0.017280	-0.064973	
0.017290	-0.064973	
0.017300	-0.064973	
0.017310	-0.064973	
0.017320	-0.064973	
0.017330	-0.064973	
0.017340	-0.064973	
0.017350	-0.064973	
0.017360	-0.064973	
0.017370	-0.064973	
0.017380	-0.064973	
0.017390	-0.064973	
0.017400	-0.064973	
0.017410	-0.064973	
0.017420	-0.064973	
0.017430	-0.064973	
0.017440	-0.064973	
0.017450	-0.064973	
0.017460	-0.064973	
0.017470	-0.064973	
0.017480	-0.064973	
0.017490	-0.064973	
0.017500	-0.064973	
0.017510	-0.064973	
0.017520	-0.064973	
0.017530	-0.064973	
0.017540	-0.064973	
0.017550	-0.064973	
0.017560	-0.064973	
0.017570	-0.064973	
0.017580	-0.064973	
0.017590	-0.064973	
0.017600	-0.064973	
0.017610	-0.064973	
0.017620	-0.064973	
0.017630	-0.064973	
0.017640	-0.064973	
0.017650	-0.064973	
0.017660	-0.064973	
0.017670	-0.064973	
0.017680	-0.064973	
0.017690	-0.064973	
0.017700	-0.064973	
0.017710	-0.064973	
0.017720	-0.064973	
0.017730	-0.064973	
0.017740	-0.064973	
0.017750	-0.064973	
0.017760	-0.064973	
0.017770	-0.064973	
0.017780	-0.064973	
0.017790	-0.064973	
0.017800	-0.064973	
0.017810	-0.064973	
0.017820	-0.064973	
0.017830	-0.064973	
0.017840	-0.064973	
0.017850	-0.064973	
0.017860	-0.064973	
0.017870	-0.064973	
0.017880	-0.064973	
0.017890	-0.064973	
0.017900	-0.064973	
0.017910	-0.064973	
0.017920	-0.064973	
0.017930	-0.064973	
0.017940	-0.064973	
0.017950	-0.064973	
0.017960	-0.064973	
0.017970	-0.064973	
0.017980	-0.064973	
0.017990	-0.064973	
0.018000	-0.064973	
0.018010	-0.064973	
0.018020	-0.064973	
0.018030	-0.064973	
0.018040	-0.064973	
0.018050	-0.064973	
0.018060	-0.064973	
0.018070	-0.064973	
0.018080	-0.064973	
0.018090	-0.064973	
0.018100	-0.064973	
0.018110	-0.064973	
0.018120	-0.064973	
0.018130	-0.064973	
0.018140	-0.064973	
0.018150	-0.064973	
0.018160	-0.064973	
0.018170	-0.064973	
0.018180	-0.064973	
0.018190	-0.064973	
0.018200	-0.064973	
0.018210	-0.064973	
0.018220	-0.064973	
0.018230	-0.064973	
0.018240	-0.064973	
0.018250	-0.064973	
0.018260	-0.064973	
0.018270	-0.064973	
0.018280	-0.064973	
0.018290	-0.064973	
0.018300	-0.064973	
0.018310	-0.064973	
0.018320	-0.064973	
0.018330	-0.064973	
0.018340	-0.064973	
0.018350	-0.064973	
0.018360	-0.064973	
0.018370	-0.064973	
0.018380	-0.064973	
0.018390	-0.064973	
0.018400	-0.064973	
0.018410	-0.064973	
0.018420	-0.064973	
0.018430	-0.064973	
0.018440	-0.064973	
0.018450	-0.064973	
0.018460	-0.064973	
0.018470	-0.064973	
0.018480	-0.064973	
0.018490	-0.064973	
0.018500	-0.064973	
0.018510	-0.064973	
0.018520	-0.064973	
0.018530	-0.064973	
0.018540	-0.064973	
0.018550	-0.064973	
0.018560	-0.064973	
0.018570	-0.064973	
0.018580	-0.064973	
0.018590	-0.064973	
0.018600	-0.064973	
0.018610	-0.064973	
0.018620	-0.064973	
0.018630	-0.064973	
0.018640	-0.064973	
0.018650	-0.064973	
0.018660	-0.064973	
0.018670	-0.064973	
0.018680	-0.064973	
0.018690	-0.064973	
0.018700	-0.064973	
0.018710	-0.064973	
0.018720	-0.064973	
0.018730	-0.064973	
0.018740	-0.064973	
0.018750	-0.064973	
0.018760	-0.064973	
0.018770	-0.064973	
0.018780	-0.064973	
0.018790	-0.064973	
0.018800	-0.064973	
0.018810	-0.064973	
0.018820	-0.064973	
0.018830	-0.064973	
0.018840	-0.064973	
0.018850	-0.064973	
0.018860	-0.064973	
0.018870	-0.064973	
0.018880	-0.064973	
0.018890	-0.064973	
0.018900	-0.064973	
0.018910	-0.064973	
0.018920	-0.064973	
0.018930	-0.064973	
0.018940	-0.064973	
0.018950	-0.064973	
0.018960	-0.064973	
0.018970	-0.064973	
0.018980	-0.064973	
0.018990	-0.064973	
0.019000	-0.064973	
0.019010	-0.064973	
0.019020	-0.064973	
0.019030	-0.064973	
0.019040	-0.064973	
0.019050	-0.064973	
0.019060	-0.064973	
0.019070	-0.064973	
0.019080	-0.064973	
0.019090	-0.064973	
0.019100	-0.064973	
0.019110	-0.064973	
0.019120	-0.064973	
0.019130	-0.064973	
0.019140	-0.064973	
0.019150	-0.064973	
0.019160	-0.064973	
0.019170	-0.064973	
0.019180	-0.064973	
0.019190	-0.064973	
0.019200	-0.064973	
0.019210	-0.064973	
0.019220	-0.064973	
0.019230	-0.064973	
0.019240	-0.064973	
0.019250	-0.064973	
0.019260	-0.064973	
0.019270	-0.064973	
0.019280	-0.064973	
0.019290	-0.064973	
0.019300	-0.064973	
0.019310	-0.064973	
0.019320	-0.064973	
0.019330	-0.064973	
0.019340	-0.064973	
0.019350	-0.064973	
0.019360	-0.064973	
0.019370	-0.064973	
0.019380	-0.064973	
0.019390	-0.064973	
0.019400	-0.064973	
0.019410	-0.064973	
0.019420	-0.064973	
0.019430	-0.064973	
0.019440	-0.064973	
0.019450	-0.064973	
0.019460	-0.064973	
0.019470	-0.064973	
0.019480	-0.064973	
0.019490	-0.064973	
0.019500	-0.064973	
0.019510	-0.064973	
0.019520	-0.064973	
0.019530	-0.064973	
0.019540	-0.064973	
0.019550	-0.064973	
0.019560	-0.064973	
0.019570	-0.064973	
0.019580	-0.064973	
0.019590	-0.064973	
0.019600	-0.064973	
0.019610	-0.064973	
0.019620	-0.064973	
0.019630	-0.064973	
0.019640	-0.064973	
0.019650	-0.064973	
0.019660	-0.064973	
0.019670	-0.064973	
0.019680	-0.064973	
0.019690	-0.064973	
0.019700	-0.064973	
0.019710	-0.064973	
0.019720	-0.064973	
0.019730	-0.064973	
0.019740	-0.064973	
0.019750	-0.064973	
0.019760	-0.064973	
0.019770	-0.064973	
0.019780	-0.064973	
0.019790	-0.064973	
0.019800	-0.064973	
0.019810	-0.064973	
0.019820	-0.064973	
0.019830	-0.064973	
0.019840	-0.064973	
0.019850	-0.064973	
0.019860	-0.064973	
0.019870	-0.064973	
0.019880	-0.064973	
0.019890	-0.064973	
0.019900	-0.064973	
0.019910	-0.064973	
0.019920	-0.064973	
0.019930	-0.064973	
0.019940	-0.064973	
0.019950	-0.064973	
0.019960	-0.064973	
0.019970	-0.064973	
0.019980	-0.064973	
0.019990	-0.064973	
0.020000	-0.064973	
0.020010	-0.064973	
0.020020	-0.064973	
0.020030	-0.064973	
0.020040	-0.064973	
0.020050	-0.064973	
0.020060	-0.064973	
0.020070	-0.064973	
0.020080	-0.064973	
0.020090	-0.064973	
0.020100	-0.064973	
0.020110	-0.064973	
0.020120	-0.064973	
0.020130	-0.064973	
0.020140	-0.064973	
0.020150	-0.064973	
0.020160	-0.064973	
0.020170	-0.064973	
0.020180	-0.064973	
0.020190	-0.064973	
0.020200	-0.064973	
0.020210	-0.064973	
0.020220	-0.064973	
0.020230	-0.064973	
0.020240	-0.064973	
0.020250	-0.064973	
0.020260	-0.064973	
0.020270	-0.064973	
0.020280	-0.064973	
0.020290	-0.064973	
0.020300	-0.064973	
0.020310	-0.064973	
0.020320	-0.064973	
0.020330	-0.064973	
0.020340	-0.064973	
0.020350	-0.064973	
0.020360	-0.064973	
0.020370	-0.064973	
0.020380	-0.064973	
0.020390	-0.064973	
0.020400	-0.064973	
0.020410	-0.064973	
0.020420	-0.064973	
0.020430	-0.064973	
0.020440	-0.064973	
0.020450	-0.064973	
0.020460	-0.064973	
0.020470	-0.064973	
0.020480	-0.064973	
0.020490	-0.064973	
0.020500	-0.064973	
0.020510	-0.064973	
0.020520	-0.064973	
0.020530	-0.064973	
0.020540	-0.064973	
0.020550	-0.064973	
0.020560	-0.064973	
0.020570	-0.064973	
0.020580	-0.064973	
0.020590	-0.064973	
0.020600	-0.064973	
0.020610	-0.064973	
0.020620	-0.064973	
0.020630	-0.064973	
0.020640	-0.064973	
0.020650	-0.064973	
0.020660	-0.064973	
0.020670	-0.064973	
0.020680	-0.064973	
0.020690	-0.064973	
0.020700	-0.064973	
0.020710	-0.064973	
0.020720	-0.064973	
0.020730	-0.064973	
0.020740	-0.064973	
0.020750	-0.064973	
0.020760	-0.064973	
0.020770	-0.064973	
0.020780	-0.064973	
0.020790	-0.064973	
0.020800	-0.064973	
0.020810	-0.064973	
0.020820	-0.064973	
0.020830	-0.064973	
0.020840	-0.064973	
0.020850	-0.064973	
0.020860	-0.064973	
0.020870	-0.064973	
0.020880	-0.064973	
0.020890	-0.064973	
0.020900	-0.064973	
0.020910	-0.064973	
0.020920	-0.064973	
0.020930	-0.064973	
0.020940	-0.064973	
0.020950	-0.064973	
0.020960	-0.064973	
0.020970	-0.064973	
0.020980	-0.064973	
0.020990	-0.064973	
0.021000	-0.064973	
0.021010	-0.064973	
0.021020	-0.064973	
0.021030	-0.064973	
0.021040	-0.064973	
0.021050	-0.064973	
0.021060	-0.064973	
0.021070	-0.064973	
0.021080	-0.064973	
0.021090	-0.064973	
0.021100	-0.064973	
0.021110	-0.064973	
0.021120	-0.064973	
0.021130	-0.064973	
0.021140	-0.064973	
0.021150	-0.064973	
0.021160	-0.064973	
0.021170	-0.064973	
0.021180	-0.064973	
0.021190	-0.064973	
0.021200	-0.064973	
0.021210	-0.064973	
0.021220	-0.064973	
0.021230	-0.064973	
0.021240	-0.064973	
0.021250	-0.064973	
0.021260	-0.064973	
0.021270	-0.064973	
0.021280	-0.064973	
0.021290	-0.064973	
0.021300	-0.064973	
0.021310	-0.064973	
0.021320	-0.064973	
0.021330	-0.064973	
0.021340	-0.064973	
0.021350	-0.064973	
0.021360	-0.064973	
0.021370	-0.064973	
0.021380	-0.064973	
0.021390	-0.064973	
0.021400	-0.064973	
0.021410	-0.064973	
0.021420	-0.064973	
0.021430	-0.064973	
0.021440	-0.064973	
0.021450	-0.064973	
0.021460	-0.064973	
0.021470	-0.064973	
0.021480	-0.064973	
0.021490	-0.064973	
0.021500	-0.064973	
0.021510	-0.064973	
0.021520	-0.064973	
0.021530	-0.064973	
0.021540	-0.064973	
0.021550	-0.064973	
0.021560	-0.064973	
0.021570	-0.064973	
0.021580	-0.064973	
0.021590	-0.064973	
0.021600	-0.064973	
0.021610	-0.064973	
0.021620	-0.064973	
0.021630	-0.064973	
0.021640	-0.064973	
0.021650	-0.064973	
0.021660	-0.064973	
0.021670	-0.064973	
0.021680	-0.064973	
0.021690	-0.064973	
0.021700	-0.064973	
0.021710	-0.064973	
0.021720	-0.064973	
0.021730	-0.064973	
0.021740	-0.064973	
0.021750	-0.064973	
0.021760	-0.064973	
0.021770	-0.064973	
0.021780	-0.064973	
0.021790	-0.064973	
0.021800	-0.064973	
0.021810	-0.064973	
0.021820	-0.064973	
0.021830	-0.064973	
0.021840	-0.064973	
0.021850	-0.064973	
0.021860	-0.064973	
0.021870	-0.064973	
0.021880	-0.064973	
0.021890	-0.064973	
0.021900	-0.064973	
0.021910	-0.064973	
0.021920	-0.064973	
0.021930	-0.064973	
0.021940	-0.064973	
0.021950	-0.064973	
0.021960	-0.064973	
0.021970	-0.064973	
0.021980	-0.064973	
0.021990	-0.064973	
0.022000	-0.064973	
0.022010	-0.064973	
0.022020	-0.064974	
0.022030	-0.064974	
0.022040	-0.064974	
0.022050	-0.064974	
0.022060	-0.064974	
0.022070	-0.064974	
0.022080	-0.064974	
0.022090	-0.064974	
0.022100	-0.064974	
0.022110	-0.064974	
0.022120	-0.064974	
0.022130	-0.064974	
0.022140	-0.064974	
0.022150	-0.064974	
0.022160	-0.064974	
0.022170	-0.064974	
0.022180	-0.064974	
0.022190	-0.064974	
0.022200	-0.064974	
0.022210	-0.064974	
0.022220	-0.064974	
0.022230	-0.064974	
0.022240	-0.064974	
0.022250	-0.064974	
0.022260	-0.064974	
0.022270	-0.064974	
0.022280	-0.064974	
0.022290	-0.064974	
0.022300	-0.064974	
0.022310	-0.064974	
0.022320	-0.064974	
0.022330	-0.064974	
0.022340	-0.064974	
0.022350	-0.064974	
0.022360	-0.064974	
0.022370	-0.064974	
0.022380	-0.064974	
0.022390	-0.064974	
0.022400	-0.064974	
0.022410	-0.064974	
0.022420	-0.064974	
0.022430	-0.064974	
0.022440	-0.064974	
0.022450	-0.064974	
0.022460	-0.064974	
0.022470	-0.064974	
0.022480	-0.064974	
0.022490	-0.064974	
